"part_number","material","material_name","relative_permeability","al_nh_per_turn2","od_in","id_in","ht_in","od_mm","id_mm","ht_mm","ae_cm2","le_cm","ve_cm3","fmax_mhz","stock_qty","analyzer_url"
"MS-400060-2","MS","MS - Sendust","60","112","4","2.25","0.65","101.6","57.15","16.51","3.52","24.3","85.5","1.4","0","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-400060-2"
"MS-400075-2","MS","MS - Sendust","75","137","4","2.25","0.65","101.6","57.15","16.51","3.52","24.3","85.5","1.1",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-400075-2"
"MS-400090-2","MS","MS - Sendust","90","164","4","2.25","0.65","101.6","57.15","16.51","3.52","24.3","85.5","0.88","0","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-400090-2"
"MS-400125-2","MS","MS - Sendust","125","228","4","2.25","0.65","101.6","57.15","16.51","3.52","24.3","85.5","0.54","0","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-400125-2"
"MS-400147-2","MS","MS - Sendust","147","268","4","2.25","0.65","101.6","57.15","16.51","3.52","24.3","85.5","0.45",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-400147-2"
"MS-456060-2","MS","MS - Sendust","60","106","4.564","3.032","0.866","115.9256","77.0128","21.9964","4.19","29.9","125","1.4",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-456060-2"
"MS-500060-2","MS","MS - Sendust","60","90","5","3.425","0.8","127","86.995","20.32","3.98","33.2","132","1.4",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-500060-2"
"MS-520014-2","MS","MS - Sendust","14","26","5.218","3.094","0.8","132.5372","78.5876","20.32","5.35","32.4","173","5.3",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-520014-2"
"MS-520026-2","MS","MS - Sendust","26","54","5.218","3.094","0.8","132.5372","78.5876","20.32","5.35","32.4","173","3.1","54","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-520026-2"
"MS-520040-2","MS","MS - Sendust","40","83","5.218","3.094","0.8","132.5372","78.5876","20.32","5.35","32.4","173","1.7","0","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-520040-2"
"MS-520060-2","MS","MS - Sendust","60","124","5.218","3.094","0.8","132.5372","78.5876","20.32","5.35","32.4","173","1.4","0","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-520060-2"
"MS-520075-2","MS","MS - Sendust","75","155","5.218","3.094","0.8","132.5372","78.5876","20.32","5.35","32.4","173","1.1","0","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-520075-2"
"MS-520090-2","MS","MS - Sendust","90","187","5.218","3.094","0.8","132.5372","78.5876","20.32","5.35","32.4","173","0.88",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-520090-2"
"MS-520125-2","MS","MS - Sendust","125","259","5.218","3.094","0.8","132.5372","78.5876","20.32","5.35","32.4","173","0.54","0","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-520125-2"
"MS-521014-2","MS","MS - Sendust","14","36.400002","5.218","3.094","1","132.5372","78.5876","25.4","6.71","32.4","218","5.3",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-521014-2"
"MS-521026-2","MS","MS - Sendust","26","67.599998","5.218","3.094","1","132.5372","78.5876","25.4","6.71","32.4","218","3.1","0","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-521026-2"
"MS-521040-2","MS","MS - Sendust","40","104","5.218","3.094","1","132.5372","78.5876","25.4","6.71","32.4","218","1.7",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-521040-2"
"MS-521060-2","MS","MS - Sendust","60","156","5.218","3.094","1","132.5372","78.5876","25.4","6.71","32.4","218","1.4","0","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-521060-2"
"MS-521075-2","MS","MS - Sendust","75","195","5.218","3.094","1","132.5372","78.5876","25.4","6.71","32.4","218","1.1","0","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-521075-2"
"MS-521090-2","MS","MS - Sendust","90","234","5.218","3.094","1","132.5372","78.5876","25.4","6.71","32.4","218","0.88",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-521090-2"
"MS-521125-2","MS","MS - Sendust","125","325","5.218","3.094","1","132.5372","78.5876","25.4","6.71","32.4","218","0.54",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-521125-2"
"MS-600014-2","MS","MS - Sendust","14","35.299999","6","3.2","0.8","152.4","81.28","20.32","7.05","36","253","5.3","0","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-600014-2"
"MS-600026-2","MS","MS - Sendust","26","66","6","3.2","0.8","152.4","81.28","20.32","7.05","36","253","3.1","26","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-600026-2"
"MS-600040-2","MS","MS - Sendust","40","102","6","3.2","0.8","152.4","81.28","20.32","7.05","36","253","1.7",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-600040-2"
"MS-600060-2","MS","MS - Sendust","60","152.5","6","3.2","0.8","152.4","81.28","20.32","7.05","36","253","1.4","0","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-600060-2"
"MS-600075-2","MS","MS - Sendust","75","190.5","6","3.2","0.8","152.4","81.28","20.32","7.05","36","253","1.1",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-600075-2"
"MS-600090-2","MS","MS - Sendust","90","229","6","3.2","0.8","152.4","81.28","20.32","7.05","36","253","0.88","0","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-600090-2"
"MS-601014-2","MS","MS - Sendust","14","44.5","6","3.2","1","152.4","81.28","25.4","8.81","36","317","5.3",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-601014-2"
"MS-601026-2","MS","MS - Sendust","26","82.5","6","3.2","1","152.4","81.28","25.4","8.81","36","317","3.1","0","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-601026-2"
"MS-601040-2","MS","MS - Sendust","40","127","6","3.2","1","152.4","81.28","25.4","8.81","36","317","1.7",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-601040-2"
"MS-601060-2","MS","MS - Sendust","60","190.5","6","3.2","1","152.4","81.28","25.4","8.81","36","317","1.4","0","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-601060-2"
"MS-601075-2","MS","MS - Sendust","75","238","6","3.2","1","152.4","81.28","25.4","8.81","36","317","1.1","0","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-601075-2"
"MS-601090-2","MS","MS - Sendust","90","286","6","3.2","1","152.4","81.28","25.4","8.81","36","317","0.88","29","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-601090-2"
"MS-649014-2","MS","MS - Sendust","14","44","6.5","3.504","1","165.1","89.0016","25.4","9.59","38.7","371","5.3",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-649014-2"
"MS-649026-2","MS","MS - Sendust","26","81","6.5","3.504","1","165.1","89.0016","25.4","9.59","38.7","371","3.1",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-649026-2"
"MS-649040-2","MS","MS - Sendust","40","125","6.5","3.504","1","165.1","89.0016","25.4","9.59","38.7","371","1.7",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-649040-2"
"MS-649060-2","MS","MS - Sendust","60","187","6.5","3.504","1","165.1","89.0016","25.4","9.59","38.7","371","1.4",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-649060-2"
"MS-649075-2","MS","MS - Sendust","75","234","6.5","3.504","1","165.1","89.0016","25.4","9.59","38.7","371","1.1",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-649075-2"
"MS-649090-2","MS","MS - Sendust","90","280","6.5","3.504","1","165.1","89.0016","25.4","9.59","38.7","371","0.88",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-649090-2"
"MS-650014-2","MS","MS - Sendust","14","42","6.5","4.031","1.25","165.1","102.3874","31.75","9.87","41.2","415","5.3","0","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-650014-2"
"MS-650026-2","MS","MS - Sendust","26","78","6.5","4.031","1.25","165.1","102.3874","31.75","9.87","41.2","415","3.1","0","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-650026-2"
"MS-650040-2","MS","MS - Sendust","40","120","6.5","4.031","1.25","165.1","102.3874","31.75","9.87","41.2","415","1.7","0","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-650040-2"
"MS-650060-2","MS","MS - Sendust","60","181","6.5","4.031","1.25","165.1","102.3874","31.75","9.87","41.2","415","1.4","0","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-650060-2"
"MS-650075-2","MS","MS - Sendust","75","226","6.5","4.031","1.25","165.1","102.3874","31.75","9.87","41.2","415","1.1",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-650075-2"
"MS-650090-2","MS","MS - Sendust","90","271","6.5","4.031","1.25","165.1","102.3874","31.75","9.87","41.2","415","0.88",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-650090-2"
"MS-775014-2","MS","MS - Sendust","14","20.5","7.75","5.75","1","196.85","146.05","25.4","6.26","53.9","337","5.3","0","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-775014-2"
"MS-775026-2","MS","MS - Sendust","26","38","7.75","5.75","1","196.85","146.05","25.4","6.26","53.9","337","3.1","0","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-775026-2"
"MS-775040-2","MS","MS - Sendust","40","58.5","7.75","5.75","1","196.85","146.05","25.4","6.26","53.9","337","1.7",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-775040-2"
"MS-775060-2","MS","MS - Sendust","60","88","7.75","5.75","1","196.85","146.05","25.4","6.26","53.9","337","1.4","0","/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-775060-2"
"MS-775075-2","MS","MS - Sendust","75","110","7.75","5.75","1","196.85","146.05","25.4","6.26","53.9","337","1.1",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-775075-2"
"MS-775090-2","MS","MS - Sendust","90","131","7.75","5.75","1","196.85","146.05","25.4","6.26","53.9","337","0.88",,"/design-and-applications/design-tools/inductor-analyzer/?partnumber=MS-775090-2"
